Status,Module,Sub-Module,SAP S/4HANA Table,SAP Field,SAP Field Name,Construction App Table,Construction App Field,Data Type,Max Length,Notes
Not Implemented,FI-AP,Vendor Master - General Data,LFA1,STCD1,Tax Number 1,vendors,tax_number_1,VARCHAR,20,Tax identification number
Not Implemented,FI-AP,Vendor Master - General Data,LFA1,STCD2,Tax Number 2,vendors,tax_number_2,VARCHAR,20,Additional tax number
Not Implemented,FI-AP,Vendor Master - Company Code,LFB1,LIFNR,Vendor Number,vendors,vendor_code,VARCHAR,10,Vendor in company code
Not Implemented,FI-AP,Vendor Master - Company Code,LFB1,BUKRS,Company Code,vendors,company_code,VARCHAR,10,Company code
Not Implemented,FI-AP,Vendor Master - Company Code,LFB1,AKONT,Reconciliation Account,vendors,reconciliation_account,VARCHAR,10,GL account for vendor
Not Implemented,FI-AP,Vendor Master - Company Code,LFB1,ZTERM,Payment Terms,vendors,payment_terms,VARCHAR,4,Default payment terms
Not Implemented,FI-AP,Vendor Master - Company Code,LFB1,ZWELS,Payment Methods,vendors,payment_methods,VARCHAR,10,Allowed payment methods
Not Implemented,FI-AP,Vendor Master - Company Code,LFB1,REPRF,Dunning Procedure,vendors,dunning_procedure,VARCHAR,4,Dunning procedure
Not Implemented,FI-AP,Vendor Master - Company Code,LFB1,XVERR,Clearing with Vendor,vendors,clearing_with_vendor,BOOLEAN,,Automatic clearing
Not Implemented,FI-AR,Customer Master - General Data,KNA1,KUNNR,Customer Number,customers,customer_code,VARCHAR,10,Customer account number
Not Implemented,FI-AR,Customer Master - General Data,KNA1,NAME1,Customer Name,customers,customer_name,VARCHAR,500,Customer name
Not Implemented,FI-AR,Customer Master - General Data,KNA1,SORTL,Search Term,customers,search_term,VARCHAR,20,Search key
Not Implemented,FI-AR,Customer Master - General Data,KNA1,STRAS,Street,customers,street,VARCHAR,500,Street address
Not Implemented,FI-AR,Customer Master - General Data,KNA1,ORT01,City,customers,city,VARCHAR,100,City
Not Implemented,FI-AR,Customer Master - General Data,KNA1,PSTLZ,Postal Code,customers,postal_code,VARCHAR,10,Postal code
Not Implemented,FI-AR,Customer Master - General Data,KNA1,LAND1,Country,customers,country_code,VARCHAR,2,Country key
Not Implemented,FI-AR,Customer Master - General Data,KNA1,TELF1,Telephone,customers,phone,VARCHAR,20,Phone number
Not Implemented,FI-AR,Customer Master - General Data,KNA1,SMTP_ADDR,Email,customers,email,VARCHAR,500,Email address
Not Implemented,FI-AR,Customer Master - General Data,KNA1,STCD1,Tax Number 1,customers,tax_number_1,VARCHAR,20,Tax identification number
Not Implemented,FI-AR,Customer Master - General Data,KNA1,STCD2,Tax Number 2,customers,tax_number_2,VARCHAR,20,Additional tax number
Not Implemented,FI-AR,Customer Master - Company Code,KNB1,KUNNR,Customer Number,customers,customer_code,VARCHAR,10,Customer in company code
Not Implemented,FI-AR,Customer Master - Company Code,KNB1,BUKRS,Company Code,customers,company_code,VARCHAR,10,Company code
Not Implemented,FI-AR,Customer Master - Company Code,KNB1,AKONT,Reconciliation Account,customers,reconciliation_account,VARCHAR,10,GL account for customer
Not Implemented,FI-AR,Customer Master - Company Code,KNB1,ZTERM,Payment Terms,customers,payment_terms,VARCHAR,4,Default payment terms
Not Implemented,FI-AR,Customer Master - Company Code,KNB1,ZWELS,Payment Methods,customers,payment_methods,VARCHAR,10,Allowed payment methods
Not Implemented,FI-AR,Customer Master - Company Code,KNB1,REPRF,Dunning Procedure,customers,dunning_procedure,VARCHAR,4,Dunning procedure
Not Implemented,FI-AR,Customer Master - Company Code,KNB1,XVERR,Clearing with Customer,customers,clearing_with_customer,BOOLEAN,,Automatic clearing
Implemented,CO,Cost Center - Master Data,CSKS,KOKRS,Controlling Area,cost_centers,controlling_area,VARCHAR,10,Controlling area
Implemented,CO,Cost Center - Master Data,CSKS,KOSTL,Cost Center,cost_centers,cost_center_code,VARCHAR,10,Cost center code
Implemented,CO,Cost Center - Master Data,CSKS,DATBI,Valid To,cost_centers,valid_to,DATE,,Validity end date
Implemented,CO,Cost Center - Master Data,CSKS,DATAB,Valid From,cost_centers,valid_from,DATE,,Validity start date
Implemented,CO,Cost Center - Master Data,CSKT,KTEXT,Cost Center Name,cost_centers,cost_center_name,VARCHAR,500,Cost center description
Not Implemented,CO,Cost Center - Master Data,CSKS,VERAK,Person Responsible,cost_centers,responsible_person,VARCHAR,20,Person responsible
Implemented,CO,Cost Center - Master Data,CSKS,BUKRS,Company Code,cost_centers,company_code,VARCHAR,10,Company code
Not Implemented,CO,Cost Center - Master Data,CSKS,WAERS,Currency,cost_centers,currency,VARCHAR,3,Cost center currency
Implemented,CO,Profit Center - Master Data,CEPC,PRCTR,Profit Center,profit_centers,profit_center_code,VARCHAR,10,Profit center code
Implemented,CO,Profit Center - Master Data,CEPC,DATBI,Valid To,profit_centers,valid_to,DATE,,Validity end date
Implemented,CO,Profit Center - Master Data,CEPC,DATAB,Valid From,profit_centers,valid_from,DATE,,Validity start date
Implemented,CO,Profit Center - Master Data,CEPCT,KTEXT,Profit Center Name,profit_centers,profit_center_name,VARCHAR,500,Profit center description
Implemented,CO,Profit Center - Master Data,CEPC,BUKRS,Company Code,profit_centers,company_code,VARCHAR,10,Company code
Not Implemented,CO,Profit Center - Master Data,CEPC,WAERS,Currency,profit_centers,currency,VARCHAR,3,Profit center currency
Not Implemented,CO,Profit Center - Master Data,CEPC,VERAK,Person Responsible,profit_centers,responsible_person,VARCHAR,20,Person responsible
Not Implemented,FI,Payment Terms - Master Data,T052,ZTERM,Payment Terms,payment_terms,payment_term_code,VARCHAR,4,Payment terms key
Not Implemented,FI,Payment Terms - Master Data,T052U,TEXT1,Payment Terms Text,payment_terms,payment_term_name,VARCHAR,500,Payment terms description
Not Implemented,FI,Payment Terms - Master Data,T052,ZBD1T,Cash Discount Days 1,payment_terms,discount_days_1,INTEGER,,First discount period
Not Implemented,FI,Payment Terms - Master Data,T052,ZBD1P,Cash Discount Percent 1,payment_terms,discount_pct_1,DECIMAL,"5,2",First discount percentage
Not Implemented,FI,Payment Terms - Master Data,T052,ZBD2T,Cash Discount Days 2,payment_terms,discount_days_2,INTEGER,,Second discount period
Not Implemented,FI,Payment Terms - Master Data,T052,ZBD2P,Cash Discount Percent 2,payment_terms,discount_pct_2,DECIMAL,"5,2",Second discount percentage
Not Implemented,FI,Payment Terms - Master Data,T052,ZBD3T,Net Payment Days,payment_terms,net_days,INTEGER,,Net payment due days
Not Implemented,FI,Tax Code - Master Data,T007A,MWSKZ,Tax Code,tax_codes,tax_code,VARCHAR,2,Tax code key
Not Implemented,FI,Tax Code - Master Data,T007S,TEXT1,Tax Code Description,tax_codes,tax_code_name,VARCHAR,500,Tax code description
Not Implemented,FI,Tax Code - Master Data,MWDAT,KALSM,Tax Procedure,tax_codes,tax_procedure,VARCHAR,6,Tax calculation procedure
Not Implemented,FI,Tax Code - Master Data,A003,KBETR,Tax Rate,tax_codes,tax_rate,DECIMAL,"5,2",Tax percentage
Not Implemented,FI,Tax Code - Master Data,T007A,MWART,Tax Type,tax_codes,tax_type,VARCHAR,1,Input/Output tax indicator
Implemented,FI,Transaction Codes,FS00,FS00,GL Account Master,ChartOfAccounts,,,,"Component: ChartOfAccounts"
Not Implemented,FI,Transaction Codes,FB01,FB01,Post Document,PostDocument,,,,"Component: PostDocument"
Not Implemented,FI,Transaction Codes,FB03,FB03,Display Document,DisplayDocument,,,,"Component: DisplayDocument"
Not Implemented,FI-AP,Transaction Codes,FK01,FK01,Create Vendor,CreateVendor,,,,"Component: CreateVendor"
Not Implemented,FI-AP,Transaction Codes,FK02,FK02,Change Vendor,MaintainVendor,,,,"Component: MaintainVendor"
Not Implemented,FI-AP,Transaction Codes,FK03,FK03,Display Vendor,DisplayVendor,,,,"Component: DisplayVendor"
Not Implemented,FI-AR,Transaction Codes,FD01,FD01,Create Customer,CreateCustomer,,,,"Component: CreateCustomer"
Not Implemented,FI-AR,Transaction Codes,FD02,FD02,Change Customer,MaintainCustomer,,,,"Component: MaintainCustomer"
Not Implemented,FI-AR,Transaction Codes,FD03,FD03,Display Customer,DisplayCustomer,,,,"Component: DisplayCustomer"
Not Implemented,CO,Transaction Codes,KS01,KS01,Create Cost Center,CreateCostCenter,,,,"Component: CreateCostCenter"
Not Implemented,CO,Transaction Codes,KS02,KS02,Change Cost Center,MaintainCostCenter,,,,"Component: MaintainCostCenter"
Not Implemented,CO,Transaction Codes,KE51,KE51,Create Profit Center,CreateProfitCenter,,,,"Component: CreateProfitCenter"
Not Implemented,CO,Transaction Codes,KE52,KE52,Change Profit Center,MaintainProfitCenter,,,,"Component: MaintainProfitCenter"
Not Implemented,FI-AP,Transaction Codes,F-43,F-43,Enter Vendor Invoice,VendorInvoice,,,,"Component: VendorInvoice"
Not Implemented,FI-AP,Transaction Codes,F-28,F-28,Post Vendor Payment,VendorPayment,,,,"Component: VendorPayment"
Not Implemented,FI-AR,Transaction Codes,F-22,F-22,Enter Customer Invoice,CustomerInvoice,,,,"Component: CustomerInvoice"
Not Implemented,FI-AR,Transaction Codes,F-28,F-28,Post Customer Payment,CustomerPayment,,,,"Component: CustomerPayment"
Not Implemented,FI,Transaction Codes,FAGLB03,FAGLB03,Display Balances,DisplayBalances,,,,"Component: DisplayBalances"
Not Implemented,MM,Material Request - Header,Custom,Custom,Request Number,material_requests,request_number,VARCHAR,20,Internal request number
Not Implemented,MM,Material Request - Header,Custom,Custom,Request Date,material_requests,request_date,DATE,,Date of request
Not Implemented,MM,Material Request - Header,Custom,Custom,Requested By,material_requests,requested_by,UUID,,User who created request
Not Implemented,MM,Material Request - Header,Custom,Custom,Request Type,material_requests,request_type,VARCHAR,20,PURCHASE/TRANSFER/STOCK
Not Implemented,MM,Material Request - Header,Custom,Custom,Priority,material_requests,priority,VARCHAR,10,HIGH/MEDIUM/LOW
Not Implemented,MM,Material Request - Header,Custom,Custom,Status,material_requests,status,VARCHAR,20,DRAFT/SUBMITTED/APPROVED/REJECTED
Not Implemented,MM,Material Request - Header,Custom,Custom,Plant,material_requests,plant_code,VARCHAR,10,Requesting plant
Not Implemented,MM,Material Request - Header,Custom,Custom,Cost Center,material_requests,cost_center,VARCHAR,10,Charging cost center
Not Implemented,MM,Material Request - Header,Custom,Custom,Project,material_requests,project_code,VARCHAR,20,Project/WBS element
Not Implemented,MM,Material Request - Items,Custom,Custom,Request Number,material_request_items,request_number,VARCHAR,20,FK to header
Not Implemented,MM,Material Request - Items,Custom,Custom,Item Number,material_request_items,item_number,INTEGER,,Line item number
Not Implemented,MM,Material Request - Items,Custom,Custom,Material Code,material_request_items,material_code,VARCHAR,31,Material number
Not Implemented,MM,Material Request - Items,Custom,Custom,Quantity,material_request_items,quantity,DECIMAL,"15,3",Requested quantity
Not Implemented,MM,Material Request - Items,Custom,Custom,Unit of Measure,material_request_items,uom,VARCHAR,10,UOM
Not Implemented,MM,Material Request - Items,Custom,Custom,Required Date,material_request_items,required_date,DATE,,Date needed
Not Implemented,MM,Material Request - Items,Custom,Custom,Purpose,material_request_items,purpose,TEXT,,Usage description
Implemented,MM-PUR,Purchase Requisition - Header,EBAN,BANFN,PR Number,purchase_requisitions,pr_number,VARCHAR,10,Purchase requisition number
Implemented,MM-PUR,Purchase Requisition - Header,EBAN,BADAT,PR Date,purchase_requisitions,pr_date,DATE,,PR creation date
Implemented,MM-PUR,Purchase Requisition - Header,EBAN,ERNAM,Created By,purchase_requisitions,created_by,UUID,,User who created
Implemented,MM-PUR,Purchase Requisition - Header,EBAN,BSART,Document Type,purchase_requisitions,doc_type,VARCHAR,4,NB/ZNB/etc
Not Implemented,MM-PUR,Purchase Requisition - Header,EBAN,EKGRP,Purchasing Group,purchase_requisitions,purchasing_group,VARCHAR,3,Purchasing group
Not Implemented,MM-PUR,Purchase Requisition - Header,EBAN,FRGZU,Release Status,purchase_requisitions,release_status,VARCHAR,1,Release indicator
Implemented,MM-PUR,Purchase Requisition - Items,EBAN,BANFN,PR Number,purchase_requisition_items,pr_number,VARCHAR,10,PR number
Implemented,MM-PUR,Purchase Requisition - Items,EBAN,BNFPO,PR Item,purchase_requisition_items,pr_item,INTEGER,,Item number
Implemented,MM-PUR,Purchase Requisition - Items,EBAN,MATNR,Material Number,purchase_requisition_items,material_code,VARCHAR,40,Material
Implemented,MM-PUR,Purchase Requisition - Items,EBAN,MENGE,Quantity,purchase_requisition_items,quantity,DECIMAL,"15,3",Quantity
Implemented,MM-PUR,Purchase Requisition - Items,EBAN,MEINS,Unit of Measure,purchase_requisition_items,uom,VARCHAR,10,UOM
Implemented,MM-PUR,Purchase Requisition - Items,EBAN,LFDAT,Delivery Date,purchase_requisition_items,delivery_date,DATE,,Required delivery date
Implemented,MM-PUR,Purchase Requisition - Items,EBAN,WERKS,Plant,purchase_requisition_items,plant_code,VARCHAR,10,Plant
Not Implemented,MM-PUR,Purchase Requisition - Items,EBAN,LGORT,Storage Location,purchase_requisition_items,storage_location,VARCHAR,10,Storage location
Implemented,MM-PUR,Purchase Requisition - Items,EBAN,KOSTL,Cost Center,purchase_requisition_items,cost_center,VARCHAR,10,Cost center
Not Implemented,MM-PUR,Purchase Requisition - Items,EBAN,AUFNR,Order Number,purchase_requisition_items,order_number,VARCHAR,12,Internal order
Not Implemented,MM-PUR,Purchase Requisition - Items,EBAN,PREIS,Price,purchase_requisition_items,price,DECIMAL,"15,2",Estimated price
Not Implemented,MM-PUR,Purchase Requisition - Items,EBAN,PEINH,Price Unit,purchase_requisition_items,price_unit,INTEGER,,Price per X units
Not Implemented,MM-PUR,Purchase Requisition - Items,EBAN,WAERS,Currency,purchase_requisition_items,currency,VARCHAR,3,Currency
Implemented,MM-PUR,Purchase Order - Header,EKKO,EBELN,PO Number,purchase_orders,po_number,VARCHAR,10,Purchase order number
Implemented,MM-PUR,Purchase Order - Header,EKKO,BEDAT,PO Date,purchase_orders,po_date,DATE,,PO creation date
Implemented,MM-PUR,Purchase Order - Header,EKKO,BSART,Document Type,purchase_orders,doc_type,VARCHAR,4,NB/ZNB/etc
Implemented,MM-PUR,Purchase Order - Header,EKKO,LIFNR,Vendor,purchase_orders,vendor_code,VARCHAR,10,Vendor account
Implemented,MM-PUR,Purchase Order - Header,EKKO,EKORG,Purchasing Organization,purchase_orders,purchasing_org,VARCHAR,4,Purchasing org
Not Implemented,MM-PUR,Purchase Order - Header,EKKO,EKGRP,Purchasing Group,purchase_orders,purchasing_group,VARCHAR,3,Purchasing group
Implemented,MM-PUR,Purchase Order - Header,EKKO,BUKRS,Company Code,purchase_orders,company_code,VARCHAR,10,Company code
Not Implemented,MM-PUR,Purchase Order - Header,EKKO,WAERS,Currency,purchase_orders,currency,VARCHAR,3,Document currency
Not Implemented,MM-PUR,Purchase Order - Header,EKKO,ZTERM,Payment Terms,purchase_orders,payment_terms,VARCHAR,4,Payment terms
Not Implemented,MM-PUR,Purchase Order - Header,EKKO,INCO1,Incoterms,purchase_orders,incoterms,VARCHAR,3,Incoterms code
Not Implemented,MM-PUR,Purchase Order - Header,EKKO,INCO2,Incoterms Location,purchase_orders,incoterms_location,VARCHAR,70,Incoterms location
Not Implemented,MM-PUR,Purchase Order - Header,EKKO,FRGZU,Release Status,purchase_orders,release_status,VARCHAR,1,Release indicator
Implemented,MM-PUR,Purchase Order - Items,EKPO,EBELN,PO Number,purchase_order_items,po_number,VARCHAR,10,PO number
Implemented,MM-PUR,Purchase Order - Items,EKPO,EBELP,PO Item,purchase_order_items,po_item,INTEGER,,Item number
Implemented,MM-PUR,Purchase Order - Items,EKPO,MATNR,Material Number,purchase_order_items,material_code,VARCHAR,40,Material
Implemented,MM-PUR,Purchase Order - Items,EKPO,MENGE,Quantity,purchase_order_items,quantity,DECIMAL,"15,3",Order quantity
Implemented,MM-PUR,Purchase Order - Items,EKPO,MEINS,Unit of Measure,purchase_order_items,uom,VARCHAR,10,UOM
Implemented,MM-PUR,Purchase Order - Items,EKPO,NETPR,Net Price,purchase_order_items,net_price,DECIMAL,"15,2",Net price
Not Implemented,MM-PUR,Purchase Order - Items,EKPO,PEINH,Price Unit,purchase_order_items,price_unit,INTEGER,,Price per X units
Not Implemented,MM-PUR,Purchase Order - Items,EKPO,NETWR,Net Value,purchase_order_items,net_value,DECIMAL,"15,2",Net order value
Implemented,MM-PUR,Purchase Order - Items,EKPO,WERKS,Plant,purchase_order_items,plant_code,VARCHAR,10,Plant
Not Implemented,MM-PUR,Purchase Order - Items,EKPO,LGORT,Storage Location,purchase_order_items,storage_location,VARCHAR,10,Storage location
Not Implemented,MM-PUR,Purchase Order - Items,EKPO,MWSKZ,Tax Code,purchase_order_items,tax_code,VARCHAR,2,Tax code
Implemented,MM-PUR,Purchase Order - Items,EKPO,KOSTL,Cost Center,purchase_order_items,cost_center,VARCHAR,10,Cost center
Not Implemented,MM-PUR,Purchase Order - Items,EKPO,AUFNR,Order Number,purchase_order_items,order_number,VARCHAR,12,Internal order
Not Implemented,MM-PUR,Purchase Order - Items,EKPO,BANFN,PR Number,purchase_order_items,pr_number,VARCHAR,10,Reference PR
Not Implemented,MM-PUR,Purchase Order - Items,EKPO,BNFPO,PR Item,purchase_order_items,pr_item,INTEGER,,Reference PR item
Not Implemented,MM-PUR,Purchase Order - Items,EKPO,ELIKZ,Delivery Completed,purchase_order_items,delivery_completed,BOOLEAN,,Delivery complete indicator
Not Implemented,MM-PUR,Purchase Order - Items,EKPO,EREKZ,Final Invoice,purchase_order_items,final_invoice,BOOLEAN,,Final invoice indicator
Implemented,MM-IM,Goods Receipt - Header,MKPF,MBLNR,Material Document,goods_receipts,material_doc_number,VARCHAR,10,Material document number
Implemented,MM-IM,Goods Receipt - Header,MKPF,MJAHR,Material Document Year,goods_receipts,material_doc_year,VARCHAR,4,Fiscal year
Implemented,MM-IM,Goods Receipt - Header,MKPF,BUDAT,Posting Date,goods_receipts,posting_date,DATE,,Posting date
Implemented,MM-IM,Goods Receipt - Header,MKPF,BLDAT,Document Date,goods_receipts,document_date,DATE,,Document date
Not Implemented,MM-IM,Goods Receipt - Header,MKPF,USNAM,User Name,goods_receipts,created_by,UUID,,User who posted
Not Implemented,MM-IM,Goods Receipt - Header,MKPF,XBLNR,Reference Document,goods_receipts,reference_doc,VARCHAR,16,External reference
Not Implemented,MM-IM,Goods Receipt - Header,MKPF,BKTXT,Header Text,goods_receipts,header_text,VARCHAR,500,Document header text
Implemented,MM-IM,Goods Receipt - Items,MSEG,MBLNR,Material Document,goods_receipt_items,material_doc_number,VARCHAR,10,Material document
Implemented,MM-IM,Goods Receipt - Items,MSEG,MJAHR,Material Document Year,goods_receipt_items,material_doc_year,VARCHAR,4,Fiscal year
Implemented,MM-IM,Goods Receipt - Items,MSEG,ZEILE,Item,goods_receipt_items,item_number,INTEGER,,Item number
Implemented,MM-IM,Goods Receipt - Items,MSEG,BWART,Movement Type,goods_receipt_items,movement_type,VARCHAR,3,101/102/etc
Implemented,MM-IM,Goods Receipt - Items,MSEG,MATNR,Material Number,goods_receipt_items,material_code,VARCHAR,40,Material
Implemented,MM-IM,Goods Receipt - Items,MSEG,MENGE,Quantity,goods_receipt_items,quantity,DECIMAL,"15,3",Quantity
Implemented,MM-IM,Goods Receipt - Items,MSEG,MEINS,Unit of Measure,goods_receipt_items,uom,VARCHAR,10,UOM
Implemented,MM-IM,Goods Receipt - Items,MSEG,WERKS,Plant,goods_receipt_items,plant_code,VARCHAR,10,Plant
Implemented,MM-IM,Goods Receipt - Items,MSEG,LGORT,Storage Location,goods_receipt_items,storage_location,VARCHAR,10,Storage location
Not Implemented,MM-IM,Goods Receipt - Items,MSEG,EBELN,Purchase Order,goods_receipt_items,po_number,VARCHAR,10,PO number
Not Implemented,MM-IM,Goods Receipt - Items,MSEG,EBELP,PO Item,goods_receipt_items,po_item,INTEGER,,PO item
Not Implemented,MM-IM,Goods Receipt - Items,MSEG,KOSTL,Cost Center,goods_receipt_items,cost_center,VARCHAR,10,Cost center
Not Implemented,MM-IM,Goods Receipt - Items,MSEG,AUFNR,Order Number,goods_receipt_items,order_number,VARCHAR,12,Internal order
Not Implemented,MM-IM,Goods Receipt - Items,MSEG,DMBTR,Amount in Local Currency,goods_receipt_items,amount_lc,DECIMAL,"15,2",Amount
Not Implemented,MM-IM,Goods Receipt - Items,MSEG,WAERS,Currency,goods_receipt_items,currency,VARCHAR,3,Currency
Not Implemented,MM-SRV,Service Entry Sheet - Header,ESLL,LBLNI,Service Entry Sheet,service_entry_sheets,ses_number,VARCHAR,10,SES number
Not Implemented,MM-SRV,Service Entry Sheet - Header,Custom,Custom,SES Date,service_entry_sheets,ses_date,DATE,,SES creation date
Not Implemented,MM-SRV,Service Entry Sheet - Header,ESLL,EBELN,Purchase Order,service_entry_sheets,po_number,VARCHAR,10,Reference PO
Not Implemented,MM-SRV,Service Entry Sheet - Header,ESLL,EBELP,PO Item,service_entry_sheets,po_item,INTEGER,,Reference PO item
Not Implemented,MM-SRV,Service Entry Sheet - Header,Custom,Custom,Status,service_entry_sheets,status,VARCHAR,20,DRAFT/SUBMITTED/APPROVED
Not Implemented,MM-SRV,Service Entry Sheet - Header,Custom,Custom,Created By,service_entry_sheets,created_by,UUID,,User who created
Not Implemented,MM-SRV,Service Entry Sheet - Items,ESLL,LBLNI,Service Entry Sheet,service_entry_sheet_items,ses_number,VARCHAR,10,SES number
Not Implemented,MM-SRV,Service Entry Sheet - Items,ESLL,LBLNR,Service Line,service_entry_sheet_items,line_number,INTEGER,,Line number
Not Implemented,MM-SRV,Service Entry Sheet - Items,ESLL,SRVPOS,Service Number,service_entry_sheet_items,service_number,VARCHAR,18,Service line item
Not Implemented,MM-SRV,Service Entry Sheet - Items,ESLL,KTEXT1,Short Text,service_entry_sheet_items,short_text,VARCHAR,500,Service description
Not Implemented,MM-SRV,Service Entry Sheet - Items,ESLL,MENGE,Quantity,service_entry_sheet_items,quantity,DECIMAL,"15,3",Service quantity
Not Implemented,MM-SRV,Service Entry Sheet - Items,ESLL,MEINS,Unit of Measure,service_entry_sheet_items,uom,VARCHAR,10,UOM
Not Implemented,MM-SRV,Service Entry Sheet - Items,ESLL,TBTWR,Gross Price,service_entry_sheet_items,gross_price,DECIMAL,"15,2",Gross price
Not Implemented,MM-SRV,Service Entry Sheet - Items,ESLL,WAERS,Currency,service_entry_sheet_items,currency,VARCHAR,3,Currency
Not Implemented,MM-IV,Invoice - Header,RBKP,BELNR,Invoice Document,invoices,invoice_number,VARCHAR,10,Invoice document number
Not Implemented,MM-IV,Invoice - Header,RBKP,GJAHR,Fiscal Year,invoices,fiscal_year,VARCHAR,4,Fiscal year
Not Implemented,MM-IV,Invoice - Header,RBKP,BLDAT,Document Date,invoices,document_date,DATE,,Invoice date
Not Implemented,MM-IV,Invoice - Header,RBKP,BUDAT,Posting Date,invoices,posting_date,DATE,,Posting date
Not Implemented,MM-IV,Invoice - Header,RBKP,XBLNR,Reference Document,invoices,reference_doc,VARCHAR,16,Vendor invoice number
Not Implemented,MM-IV,Invoice - Header,RBKP,LIFNR,Vendor,invoices,vendor_code,VARCHAR,10,Vendor account
Not Implemented,MM-IV,Invoice - Header,RBKP,WAERS,Currency,invoices,currency,VARCHAR,3,Document currency
Not Implemented,MM-IV,Invoice - Header,RBKP,RMWWR,Gross Amount,invoices,gross_amount,DECIMAL,"15,2",Gross invoice amount
Not Implemented,MM-IV,Invoice - Header,RBKP,WMWST1,Tax Amount,invoices,tax_amount,DECIMAL,"15,2",Tax amount
Not Implemented,MM-IV,Invoice - Header,RBKP,ZTERM,Payment Terms,invoices,payment_terms,VARCHAR,4,Payment terms
Not Implemented,MM-IV,Invoice - Header,RBKP,ZLSPR,Payment Block,invoices,payment_block,VARCHAR,1,Payment block key
Not Implemented,MM-IV,Invoice - Items,RSEG,BELNR,Invoice Document,invoice_items,invoice_number,VARCHAR,10,Invoice document
Not Implemented,MM-IV,Invoice - Items,RSEG,GJAHR,Fiscal Year,invoice_items,fiscal_year,VARCHAR,4,Fiscal year
Not Implemented,MM-IV,Invoice - Items,RSEG,BUZEI,Invoice Item,invoice_items,item_number,INTEGER,,Item number
Not Implemented,MM-IV,Invoice - Items,RSEG,EBELN,Purchase Order,invoice_items,po_number,VARCHAR,10,PO number
Not Implemented,MM-IV,Invoice - Items,RSEG,EBELP,PO Item,invoice_items,po_item,INTEGER,,PO item
Not Implemented,MM-IV,Invoice - Items,RSEG,MATNR,Material Number,invoice_items,material_code,VARCHAR,40,Material
Not Implemented,MM-IV,Invoice - Items,RSEG,MENGE,Quantity,invoice_items,quantity,DECIMAL,"15,3",Invoiced quantity
Not Implemented,MM-IV,Invoice - Items,RSEG,MEINS,Unit of Measure,invoice_items,uom,VARCHAR,10,UOM
Not Implemented,MM-IV,Invoice - Items,RSEG,WRBTR,Amount,invoice_items,amount,DECIMAL,"15,2",Line item amount
Not Implemented,MM-IV,Invoice - Items,RSEG,WAERS,Currency,invoice_items,currency,VARCHAR,3,Currency
Not Implemented,MM-IV,Invoice - Items,RSEG,MWSKZ,Tax Code,invoice_items,tax_code,VARCHAR,2,Tax code
Not Implemented,MM-IV,Invoice - Items,RSEG,WERKS,Plant,invoice_items,plant_code,VARCHAR,10,Plant
Not Implemented,MM-IV,Invoice - Items,RSEG,KOSTL,Cost Center,invoice_items,cost_center,VARCHAR,10,Cost center
Not Implemented,APPROVAL,Approval Workflow - Header,Custom,Custom,Approval ID,approval_workflows,approval_id,UUID,,Unique approval ID
Not Implemented,APPROVAL,Approval Workflow - Header,Custom,Custom,Document Type,approval_workflows,document_type,VARCHAR,20,PR/PO/INVOICE/etc
Not Implemented,APPROVAL,Approval Workflow - Header,Custom,Custom,Document Number,approval_workflows,document_number,VARCHAR,20,Reference document
Not Implemented,APPROVAL,Approval Workflow - Header,Custom,Custom,Requester,approval_workflows,requester_id,UUID,,User who initiated
Not Implemented,APPROVAL,Approval Workflow - Header,Custom,Custom,Status,approval_workflows,status,VARCHAR,20,PENDING/APPROVED/REJECTED
Not Implemented,APPROVAL,Approval Workflow - Header,Custom,Custom,Created Date,approval_workflows,created_at,TIMESTAMP,,Workflow start date
Not Implemented,APPROVAL,Approval Workflow - Header,Custom,Custom,Completed Date,approval_workflows,completed_at,TIMESTAMP,,Workflow end date
Not Implemented,APPROVAL,Approval Workflow - Levels,Custom,Custom,Approval ID,approval_levels,approval_id,UUID,,FK to workflow
Not Implemented,APPROVAL,Approval Workflow - Levels,Custom,Custom,Level Number,approval_levels,level_number,INTEGER,,Approval level sequence
Not Implemented,APPROVAL,Approval Workflow - Levels,Custom,Custom,Approver,approval_levels,approver_id,UUID,,User who approves
Not Implemented,APPROVAL,Approval Workflow - Levels,Custom,Custom,Approver Role,approval_levels,approver_role,VARCHAR,50,,Role-based approver
Not Implemented,APPROVAL,Approval Workflow - Levels,Custom,Custom,Status,approval_levels,status,VARCHAR,20,PENDING/APPROVED/REJECTED
Not Implemented,APPROVAL,Approval Workflow - Levels,Custom,Custom,Action Date,approval_levels,action_date,TIMESTAMP,,Date of approval/rejection
Not Implemented,APPROVAL,Approval Workflow - Levels,Custom,Custom,Comments,approval_levels,comments,TEXT,,Approver comments
Not Implemented,APPROVAL,Approval Workflow - Levels,Custom,Custom,Amount Limit,approval_levels,amount_limit,DECIMAL,"15,2",Approval authority limit
Not Implemented,APPROVAL,Approval Policy - Rules,Custom,Custom,Policy ID,approval_policies,policy_id,UUID,,Unique policy ID
Not Implemented,APPROVAL,Approval Policy - Rules,Custom,Custom,Document Type,approval_policies,document_type,VARCHAR,20,PR/PO/INVOICE/etc
Not Implemented,APPROVAL,Approval Policy - Rules,Custom,Custom,Company Code,approval_policies,company_code,VARCHAR,10,Company code
Not Implemented,APPROVAL,Approval Policy - Rules,Custom,Custom,Amount From,approval_policies,amount_from,DECIMAL,"15,2",Lower threshold
